ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAME,NAMELSAD,STATEFP,TRACTCE
1049859.0,0.0,031,S,17031720700,+41.7031071,-087.6651388,G5020,7207,Census Tract 7207,17,720700
1264753.0,0.0,031,S,17031720300,+41.7139198,-087.6771439,G5020,7203,Census Tract 7203,17,720300
1672472.0,0.0,031,S,17031720200,+41.7130417,-087.6660545,G5020,7202,Census Tract 7202,17,720200
229804.0,0.0,031,S,17031040800,+41.9631612,-087.6922993,G5020,408,Census Tract 408,17,040800
358303.0,0.0,031,S,17031040700,+41.9668044,-087.6940868,G5020,407,Census Tract 407,17,040700
331259.0,0.0,031,S,17031040600,+41.9668338,-087.6840181,G5020,406,Census Tract 406,17,040600
1470777.0,0.0,031,S,17031816900,+41.8867810,-087.8906617,G5020,8169,Census Tract 8169,17,816900
1542533.0,0.0,031,S,17031817102,+41.8771915,-087.8657806,G5020,8171.02,Census Tract 8171.02,17,817102
988837.0,0.0,031,S,17031817101,+41.8762488,-087.8780999,G5020,8171.01,Census Tract 8171.01,17,817101
2174405.0,0.0,031,S,17031817000,+41.8873598,-087.8725082,G5020,8170,Census Tract 8170,17,817000
1497069.0,0.0,031,S,17031825802,+41.6263798,-087.5600589,G5020,8258.02,Census Tract 8258.02,17,825802
2445029.0,192553.0,031,S,17031825801,+41.6347618,-087.5729850,G5020,8258.01,Census Tract 8258.01,17,825801
1956136.0,0.0,031,S,17031826000,+41.6239154,-087.5324077,G5020,8260,Census Tract 8260,17,826000
1612666.0,0.0,031,S,17031825900,+41.6216960,-087.5423651,G5020,8259,Census Tract 8259,17,825900
1746042.0,0.0,031,S,17031825803,+41.6192450,-087.5620444,G5020,8258.03,Census Tract 8258.03,17,825803
655295.0,0.0,031,S,17031431200,+41.7553011,-087.5711843,G5020,4312,Census Tract 4312,17,431200
215130.0,0.0,031,S,17031380200,+41.8205740,-087.6149861,G5020,3802,Census Tract 3802,17,380200
438048.0,0.0,031,S,17031380100,+41.8202019,-087.6100974,G5020,3801,Census Tract 3801,17,380100
1085038.0,1126094.0,031,S,17031431400,+41.7572084,-087.5465550,G5020,4314,Census Tract 4314,17,431400
2201659.0,0.0,031,S,17031803902,+42.0829609,-088.0152318,G5020,8039.02,Census Tract 8039.02,17,803902
2911311.0,0.0,031,S,17031804104,+42.1047153,-088.1091660,G5020,8041.04,Census Tract 8041.04,17,804104
2532232.0,0.0,031,S,17031804000,+42.0727630,-088.0180750,G5020,8040,Census Tract 8040,17,804000
723779.0,0.0,031,S,17031810100,+42.0302060,-087.6846291,G5020,8101,Census Tract 8101,17,810100
883828.0,0.0,031,S,17031810200,+42.0228223,-087.6833402,G5020,8102,Census Tract 8102,17,810200
1726894.0,0.0,031,S,17031810301,+42.0253099,-087.7016081,G5020,8103.01,Census Tract 8103.01,17,810301
326619.0,0.0,031,S,17031611400,+41.8048929,-087.6721661,G5020,6114,Census Tract 6114,17,611400
327029.0,0.0,031,S,17031611300,+41.8049362,-087.6673039,G5020,6113,Census Tract 6113,17,611300
326779.0,0.0,031,S,17031611100,+41.8050589,-087.6575817,G5020,6111,Census Tract 6111,17,611100
612381.0,41168.0,031,S,17031611900,+41.7985375,-087.6595552,G5020,6119,Census Tract 6119,17,611900
334634.0,0.0,031,S,17031050100,+41.9578451,-087.6763730,G5020,501,Census Tract 501,17,050100
331962.0,0.0,031,S,17031610800,+41.8127078,-087.6384084,G5020,6108,Census Tract 6108,17,610800
571300.0,0.0,031,S,17031611000,+41.8047714,-087.6499381,G5020,6110,Census Tract 6110,17,611000
487798.0,0.0,031,S,17031611500,+41.8054467,-087.6786579,G5020,6115,Census Tract 6115,17,611500
794732.0,0.0,031,S,17031681200,+41.7691893,-087.6384976,G5020,6812,Census Tract 6812,17,681200
2319249.0,0.0,031,S,17031810400,+41.9875737,-087.8294387,G5020,8104,Census Tract 8104,17,810400
781827.0,0.0,031,S,17031810302,+42.0294129,-087.6947173,G5020,8103.02,Census Tract 8103.02,17,810302
629767.0,0.0,031,S,17031810701,+41.9309116,-087.8114750,G5020,8107.01,Census Tract 8107.01,17,810701
1534760.0,0.0,031,S,17031810600,+41.9642246,-087.7961002,G5020,8106,Census Tract 8106,17,810600
686174.0,0.0,031,S,17031810702,+41.9252753,-087.8159951,G5020,8107.02,Census Tract 8107.02,17,810702
297373.0,0.0,031,S,17031730300,+41.7274693,-087.6645667,G5020,7303,Census Tract 7303,17,730300
656951.0,0.0,031,S,17031730100,+41.7251952,-087.6384256,G5020,7301,Census Tract 7301,17,730100
675743.0,0.0,031,S,17031691100,+41.7617135,-087.6298721,G5020,6911,Census Tract 6911,17,691100
1094405.0,0.0,031,S,17031817400,+41.8930003,-087.8382560,G5020,8174,Census Tract 8174,17,817400
1003068.0,10662.0,031,S,17031691200,+41.7526208,-087.6304113,G5020,6912,Census Tract 6912,17,691200
1091131.0,0.0,031,S,17031817200,+41.8830071,-087.8545268,G5020,8172,Census Tract 8172,17,817200
1285204.0,0.0,031,S,17031730400,+41.7178408,-087.6526479,G5020,7304,Census Tract 7304,17,730400
1029018.0,0.0,031,S,17031817600,+41.8700720,-087.8384291,G5020,8176,Census Tract 8176,17,817600
1274916.0,0.0,031,S,17031826304,+41.6180612,-087.5825104,G5020,8263.04,Census Tract 8263.04,17,826304
1450986.0,0.0,031,S,17031817700,+41.8717576,-087.8517306,G5020,8177,Census Tract 8177,17,817700
3530084.0,108623.0,031,S,17031826100,+41.6048226,-087.5355854,G5020,8261,Census Tract 8261,17,826100
1333677.0,0.0,031,S,17031818100,+41.8511907,-087.8737548,G5020,8181,Census Tract 8181,17,818100
1557571.0,0.0,031,S,17031826303,+41.6134139,-087.5914507,G5020,8263.03,Census Tract 8263.03,17,826303
2464173.0,0.0,031,S,17031826301,+41.6152862,-087.6064900,G5020,8263.01,Census Tract 8263.01,17,826301
1007257.0,0.0,031,S,17031730600,+41.7106003,-087.6504857,G5020,7306,Census Tract 7306,17,730600
1317608.0,0.0,031,S,17031730500,+41.7142653,-087.6381377,G5020,7305,Census Tract 7305,17,730500
2926584.0,41892.0,031,S,17031802801,+42.0826842,-087.9568289,G5020,8028.01,Census Tract 8028.01,17,802801
196802.0,0.0,031,S,17031381700,+41.8055502,-087.6274463,G5020,3817,Census Tract 3817,17,381700
191451.0,0.0,031,S,17031380500,+41.8200988,-087.6277942,G5020,3805,Census Tract 3805,17,380500
258553.0,0.0,031,S,17031381200,+41.8085114,-087.6139992,G5020,3812,Census Tract 3812,17,381200
316691.0,0.0,031,S,17031381400,+41.8076202,-087.6214298,G5020,3814,Census Tract 3814,17,381400
1295022.0,0.0,031,S,17031440300,+41.7437208,-087.6195427,G5020,4403,Census Tract 4403,17,440300
1676834.0,8970.0,031,S,17031804706,+42.0550447,-088.1067314,G5020,8047.06,Census Tract 8047.06,17,804706
2204120.0,33342.0,031,S,17031804710,+42.0317627,-088.1075420,G5020,8047.10,Census Tract 8047.10,17,804710
989818.0,0.0,031,S,17031810800,+41.9322899,-087.8209674,G5020,8108,Census Tract 8108,17,810800
1065680.0,0.0,031,S,17031810900,+41.9165283,-087.8100724,G5020,8109,Census Tract 8109,17,810900
1571278.0,0.0,031,S,17031811000,+41.9156680,-087.8197163,G5020,8110,Census Tract 8110,17,811000
326357.0,0.0,031,S,17031612100,+41.7979128,-087.6476808,G5020,6121,Census Tract 6121,17,612100
325911.0,0.0,031,S,17031612000,+41.7978466,-087.6525360,G5020,6120,Census Tract 6120,17,612000
837582.0,0.0,031,S,17031620100,+41.7980175,-087.7180257,G5020,6201,Census Tract 6201,17,620100
656281.0,0.0,031,S,17031620400,+41.7896382,-087.7181682,G5020,6204,Census Tract 6204,17,620400
508072.0,0.0,031,S,17031630100,+41.7992714,-087.6816688,G5020,6301,Census Tract 6301,17,630100
577060.0,0.0,031,S,17031620200,+41.7955215,-087.7292339,G5020,6202,Census Tract 6202,17,620200
992183.0,0.0,031,S,17031620300,+41.7895025,-087.7304438,G5020,6203,Census Tract 6203,17,620300
1793870.0,0.0,031,S,17031810502,+41.9595847,-087.8104592,G5020,8105.02,Census Tract 8105.02,17,810502
2272695.0,0.0,031,S,17031810501,+41.9602807,-087.8259863,G5020,8105.01,Census Tract 8105.01,17,810501
1482580.0,0.0,031,S,17031812200,+41.9054055,-087.7946857,G5020,8122,Census Tract 8122,17,812200
1273645.0,0.0,031,S,17031818402,+41.8518970,-087.8918628,G5020,8184.02,Census Tract 8184.02,17,818402
1484910.0,0.0,031,S,17031818900,+41.8275751,-087.8668624,G5020,8189,Census Tract 8189,17,818900
2000808.0,0.0,031,S,17031818200,+41.8635149,-087.8751420,G5020,8182,Census Tract 8182,17,818200
1821564.0,0.0,031,S,17031818800,+41.8271222,-087.8544213,G5020,8188,Census Tract 8188,17,818800
891330.0,0.0,031,S,17031740100,+41.6972859,-087.6986083,G5020,7401,Census Tract 7401,17,740100
988114.0,0.0,031,S,17031730700,+41.7030817,-087.6500793,G5020,7307,Census Tract 7307,17,730700
1310901.0,0.0,031,S,17031826901,+41.6210473,-087.6644797,G5020,8269.01,Census Tract 8269.01,17,826901
1320728.0,0.0,031,S,17031740300,+41.6950694,-087.7107233,G5020,7403,Census Tract 7403,17,740300
1114602.0,0.0,031,S,17031826700,+41.6362111,-087.6335585,G5020,8267,Census Tract 8267,17,826700
704658.0,0.0,031,S,17031826902,+41.6148700,-087.6640081,G5020,8269.02,Census Tract 8269.02,17,826902
1512446.0,0.0,031,S,17031826600,+41.6363517,-087.6230152,G5020,8266,Census Tract 8266,17,826600
1962882.0,0.0,031,S,17031740200,+41.7047017,-087.7127057,G5020,7402,Census Tract 7402,17,740200
2023451.0,0.0,031,S,17031826402,+41.6280648,-087.5900928,G5020,8264.02,Census Tract 8264.02,17,826402
3050593.0,0.0,031,S,17031803005,+42.1322418,-087.9920463,G5020,8030.05,Census Tract 8030.05,17,803005
2567305.0,0.0,031,S,17031803007,+42.1317433,-087.9706738,G5020,8030.07,Census Tract 8030.07,17,803007
2838807.0,0.0,031,S,17031740400,+41.6872391,-087.7193158,G5020,7404,Census Tract 7404,17,740400
326518.0,0.0,031,S,17031390500,+41.8059781,-087.5991987,G5020,3905,Census Tract 3905,17,390500
303791.0,0.0,031,S,17031390200,+41.8130410,-087.5994765,G5020,3902,Census Tract 3902,17,390200
324629.0,0.0,031,S,17031390600,+41.8060181,-087.5943504,G5020,3906,Census Tract 3906,17,390600
172690.0,0.0,031,S,17031381900,+41.8039557,-087.6138885,G5020,3819,Census Tract 3819,17,381900
326306.0,0.0,031,S,17031390400,+41.8059243,-087.6040582,G5020,3904,Census Tract 3904,17,390400
327050.0,0.0,031,S,17031390300,+41.8132006,-087.6042089,G5020,3903,Census Tract 3903,17,390300
482752.0,360058.0,031,S,17031390100,+41.8135545,-087.5905449,G5020,3901,Census Tract 3901,17,390100
319368.0,0.0,031,S,17031381800,+41.8038481,-087.6211978,G5020,3818,Census Tract 3818,17,381800
608421.0,820061.0,031,S,17031390700,+41.8040164,-087.5804887,G5020,3907,Census Tract 3907,17,390700
1163258.0,0.0,031,S,17031804806,+42.0086881,-088.1363775,G5020,8048.06,Census Tract 8048.06,17,804806
2092264.0,62727.0,031,S,17031804711,+42.0353003,-088.1397559,G5020,8047.11,Census Tract 8047.11,17,804711
1531200.0,0.0,031,S,17031804808,+42.0220152,-088.1000250,G5020,8048.08,Census Tract 8048.08,17,804808
2293126.0,0.0,031,S,17031804809,+42.0110785,-088.1012621,G5020,8048.09,Census Tract 8048.09,17,804809
1389048.0,0.0,031,S,17031812400,+41.8957739,-087.7911158,G5020,8124,Census Tract 8124,17,812400
963641.0,0.0,031,S,17031812500,+41.8913783,-087.7806992,G5020,8125,Census Tract 8125,17,812500
327461.0,0.0,031,S,17031440700,+41.7347514,-087.6096294,G5020,4407,Census Tract 4407,17,440700
279123.0,0.0,031,S,17031440800,+41.7317114,-087.6033280,G5020,4408,Census Tract 4408,17,440800
742630.0,0.0,031,S,17031440900,+41.7286690,-087.6090057,G5020,4409,Census Tract 4409,17,440900
666619.0,0.0,031,S,17031440600,+41.7326718,-087.6191373,G5020,4406,Census Tract 4406,17,440600
305457.0,0.0,031,S,17031640100,+41.7819196,-087.7398608,G5020,6401,Census Tract 6401,17,640100
655815.0,0.0,031,S,17031630800,+41.7899652,-087.6985725,G5020,6308,Census Tract 6308,17,630800
657743.0,0.0,031,S,17031630500,+41.7974274,-087.6890165,G5020,6305,Census Tract 6305,17,630500
659762.0,0.0,031,S,17031630900,+41.7898114,-087.7083655,G5020,6309,Census Tract 6309,17,630900
985488.0,0.0,031,S,17031630300,+41.7988620,-087.7086378,G5020,6303,Census Tract 6303,17,630300
634189.0,0.0,031,S,17031630200,+41.8027454,-087.6940453,G5020,6302,Census Tract 6302,17,630200
1324644.0,0.0,031,S,17031640300,+41.7815321,-087.7716353,G5020,6403,Census Tract 6403,17,640300
1650522.0,0.0,031,S,17031819400,+41.8100292,-087.8498739,G5020,8194,Census Tract 8194,17,819400
1029221.0,0.0,031,S,17031819300,+41.8174455,-087.8501113,G5020,8193,Census Tract 8193,17,819300
1466459.0,0.0,031,S,17031819500,+41.8142980,-087.8672536,G5020,8195,Census Tract 8195,17,819500
1457387.0,0.0,031,S,17031827000,+41.6263396,-087.6451103,G5020,8270,Census Tract 8270,17,827000
1474314.0,0.0,031,S,17031819600,+41.8051233,-087.8684177,G5020,8196,Census Tract 8196,17,819600
1611681.0,0.0,031,S,17031827100,+41.6180622,-087.6463602,G5020,8271,Census Tract 8271,17,827100
1632053.0,0.0,031,S,17031827300,+41.6090304,-087.6462204,G5020,8273,Census Tract 8273,17,827300
3926632.0,0.0,031,S,17031827200,+41.6118075,-087.6268201,G5020,8272,Census Tract 8272,17,827200
1285528.0,0.0,031,S,17031750100,+41.6958345,-087.6520283,G5020,7501,Census Tract 7501,17,750100
661763.0,0.0,031,S,17031750300,+41.6953911,-087.6861726,G5020,7503,Census Tract 7503,17,750300
995559.0,0.0,031,S,17031750400,+41.6856566,-087.6850710,G5020,7504,Census Tract 7504,17,750400
1311144.0,0.0,031,S,17031750200,+41.6956646,-087.6714247,G5020,7502,Census Tract 7502,17,750200
2636159.0,0.0,031,S,17031750500,+41.6846153,-087.6712334,G5020,7505,Census Tract 7505,17,750500
2615985.0,0.0,031,S,17031804902,+42.0446148,-087.9309674,G5020,8049.02,Census Tract 8049.02,17,804902
1886335.0,0.0,031,S,17031805002,+42.0423539,-087.9507693,G5020,8050.02,Census Tract 8050.02,17,805002
3097296.0,0.0,031,S,17031805001,+42.0564377,-087.9512516,G5020,8050.01,Census Tract 8050.01,17,805001
2860240.0,0.0,031,S,17031804901,+42.0594171,-087.9322202,G5020,8049.01,Census Tract 8049.01,17,804901
2186479.0,0.0,031,S,17031819801,+41.8121922,-087.8974038,G5020,8198.01,Census Tract 8198.01,17,819801
2266250.0,0.0,031,S,17031827600,+41.5920458,-087.6641407,G5020,8276,Census Tract 8276,17,827600
1736377.0,0.0,031,S,17031819802,+41.7972017,-087.8949053,G5020,8198.02,Census Tract 8198.02,17,819802
2848415.0,0.0,031,S,17031827400,+41.6053741,-087.6659521,G5020,8274,Census Tract 8274,17,827400
1731492.0,0.0,031,S,17031820000,+41.8014109,-087.9139505,G5020,8200,Census Tract 8200,17,820000
2090713.0,0.0,031,S,17031819900,+41.8041801,-087.9071573,G5020,8199,Census Tract 8199,17,819900
263156.0,0.0,031,S,17031410500,+41.7978296,-087.6037435,G5020,4105,Census Tract 4105,17,410500
252244.0,0.0,031,S,17031410600,+41.7979687,-087.5989422,G5020,4106,Census Tract 4106,17,410600
326149.0,0.0,031,S,17031400500,+41.7910414,-087.6231791,G5020,4005,Census Tract 4005,17,400500
493317.0,0.0,031,S,17031400800,+41.7828633,-087.6205580,G5020,4008,Census Tract 4008,17,400800
164409.0,0.0,031,S,17031282800,+41.8702682,-087.6849136,G5020,2828,Census Tract 2828,17,282800
220901.0,265305.0,031,S,17031410100,+41.8015822,-087.5810259,G5020,4101,Census Tract 4101,17,410100
439298.0,0.0,031,S,17031282700,+41.8713668,-087.6886812,G5020,2827,Census Tract 2827,17,282700
1385442.0,79000.0,031,S,17031400300,+41.7897197,-087.6114331,G5020,4003,Census Tract 4003,17,400300
2964114.0,2514274.0,031,S,17031460100,+41.7478345,-087.5367253,G5020,4601,Census Tract 4601,17,460100
2931626.0,16606.0,031,S,17031805105,+42.0588984,-088.0144660,G5020,8051.05,Census Tract 8051.05,17,805105
1503996.0,13483.0,031,S,17031827804,+41.5896585,-087.5961218,G5020,8278.04,Census Tract 8278.04,17,827804
1368523.0,0.0,031,S,17031827700,+41.5824275,-087.6657556,G5020,8277,Census Tract 8277,17,827700
1835790.0,0.0,031,S,17031827802,+41.6007043,-087.5904264,G5020,8278.02,Census Tract 8278.02,17,827802
3177004.0,88009.0,031,S,17031805107,+42.0414143,-087.9805229,G5020,8051.07,Census Tract 8051.07,17,805107
600222.0,0.0,031,S,17031460200,+41.7413875,-087.5470102,G5020,4602,Census Tract 4602,17,460200
1702294.0,0.0,031,S,17031805106,+42.0608181,-087.9982952,G5020,8051.06,Census Tract 8051.06,17,805106
1366774.0,0.0,031,S,17031450300,+41.7419438,-087.5790892,G5020,4503,Census Tract 4503,17,450300
1502410.0,1676.0,031,S,17031805108,+42.0438468,-087.9665233,G5020,8051.08,Census Tract 8051.08,17,805108
326769.0,0.0,031,S,17031640800,+41.7748241,-087.7397422,G5020,6408,Census Tract 6408,17,640800
673422.0,0.0,031,S,17031650100,+41.7823766,-087.7178549,G5020,6501,Census Tract 6501,17,650100
657092.0,0.0,031,S,17031640700,+41.7764111,-087.7519356,G5020,6407,Census Tract 6407,17,640700
991073.0,0.0,031,S,17031650200,+41.7822221,-087.7302252,G5020,6502,Census Tract 6502,17,650200
659757.0,0.0,031,S,17031640600,+41.7760362,-087.7714298,G5020,6406,Census Tract 6406,17,640600
661917.0,0.0,031,S,17031640500,+41.7756825,-087.7909879,G5020,6405,Census Tract 6405,17,640500
1334943.0,0.0,031,S,17031640400,+41.7811784,-087.7912474,G5020,6404,Census Tract 6404,17,640400
1316350.0,0.0,031,S,17031750600,+41.6886312,-087.6520493,G5020,7506,Census Tract 7506,17,750600
1456660.0,0.0,031,S,17031811401,+41.9335763,-087.8707053,G5020,8114.01,Census Tract 8114.01,17,811401
2944685.0,0.0,031,S,17031811301,+41.9159936,-087.8832938,G5020,8113.01,Census Tract 8113.01,17,811301
629191.0,0.0,031,S,17031812600,+41.8835487,-087.7796661,G5020,8126,Census Tract 8126,17,812600
2516544.0,0.0,031,S,17031803008,+42.1181132,-087.9704676,G5020,8030.08,Census Tract 8030.08,17,803008
2995548.0,20794.0,031,S,17031805112,+42.0218595,-087.9376990,G5020,8051.12,Census Tract 8051.12,17,805112
1938898.0,0.0,031,S,17031805110,+42.0628243,-087.9744665,G5020,8051.10,Census Tract 8051.10,17,805110
1831782.0,0.0,031,S,17031805201,+42.0608624,-087.8307449,G5020,8052.01,Census Tract 8052.01,17,805201
3858256.0,10009.0,031,S,17031805111,+42.0355070,-087.9438265,G5020,8051.11,Census Tract 8051.11,17,805111
1388691.0,52580.0,031,S,17031820300,+41.7923913,-087.8068826,G5020,8203,Census Tract 8203,17,820300
2267569.0,0.0,031,S,17031820902,+41.7539907,-087.7530181,G5020,8209.02,Census Tract 8209.02,17,820902
1973795.0,0.0,031,S,17031821001,+41.7421720,-087.7913613,G5020,8210.01,Census Tract 8210.01,17,821001
2526265.0,65423.0,031,S,17031820400,+41.7821747,-087.8125631,G5020,8204,Census Tract 8204,17,820400
2880160.0,26894.0,031,S,17031827805,+41.5826670,-087.6008070,G5020,8278.05,Census Tract 8278.05,17,827805
2548913.0,14604.0,031,S,17031828000,+41.5733075,-087.5412009,G5020,8280,Census Tract 8280,17,828000
259922.0,0.0,031,S,17031410700,+41.7980493,-087.5941996,G5020,4107,Census Tract 4107,17,410700
212435.0,0.0,031,S,17031283100,+41.8692736,-087.6640458,G5020,2831,Census Tract 2831,17,283100
376238.0,0.0,031,S,17031283800,+41.8634168,-087.6537547,G5020,2838,Census Tract 2838,17,283800
249520.0,0.0,031,S,17031410800,+41.7979614,-087.5896248,G5020,4108,Census Tract 4108,17,410800
2356625.0,0.0,031,S,17031828100,+41.5634453,-087.5356266,G5020,8281,Census Tract 8281,17,828100
2407555.0,0.0,031,S,17031828202,+41.5610697,-087.5658530,G5020,8282.02,Census Tract 8282.02,17,828202
260611.0,0.0,031,S,17031460600,+41.7356327,-087.5595142,G5020,4606,Census Tract 4606,17,460600
402991.0,0.0,031,S,17031411200,+41.7905618,-087.5940171,G5020,4112,Census Tract 4112,17,411200
652525.0,0.0,031,S,17031460400,+41.7444903,-087.5636922,G5020,4604,Census Tract 4604,17,460400
387630.0,578244.0,031,S,17031410900,+41.7967097,-087.5780937,G5020,4109,Census Tract 4109,17,410900
422624.0,0.0,031,S,17031460700,+41.7355805,-087.5492807,G5020,4607,Census Tract 4607,17,460700
561859.0,59596.0,031,S,17031461000,+41.7273925,-087.5465424,G5020,4610,Census Tract 4610,17,461000
283282.0,0.0,031,S,17031411100,+41.7904545,-087.5897011,G5020,4111,Census Tract 4111,17,411100
2301596.0,0.0,031,S,17031829000,+41.5103438,-087.6234666,G5020,8290,Census Tract 8290,17,829000
745928.0,1150923.0,031,S,17031411000,+41.7872267,-087.5774620,G5020,4110,Census Tract 4110,17,411000
1277228.0,0.0,031,S,17031460500,+41.7468819,-087.5726041,G5020,4605,Census Tract 4605,17,460500
1098510.0,0.0,031,S,17031829401,+41.4969457,-087.6597613,G5020,8294.01,Census Tract 8294.01,17,829401
1921014.0,0.0,031,S,17031829302,+41.5049432,-087.6662785,G5020,8293.02,Census Tract 8293.02,17,829302
2638719.0,0.0,031,S,17031829200,+41.5092569,-087.6483161,G5020,8292,Census Tract 8292,17,829200
3270159.0,0.0,031,S,17031829301,+41.5183780,-087.6637780,G5020,8293.01,Census Tract 8293.01,17,829301
1567950.0,0.0,031,S,17031805202,+42.0596527,-087.8147419,G5020,8052.02,Census Tract 8052.02,17,805202
1055443.0,0.0,031,S,17031805301,+42.0449887,-087.8196371,G5020,8053.01,Census Tract 8053.01,17,805301
1549942.0,0.0,031,S,17031805302,+42.0497649,-087.8134423,G5020,8053.02,Census Tract 8053.02,17,805302
2620006.0,0.0,031,S,17031805401,+42.0330993,-087.8259788,G5020,8054.01,Census Tract 8054.01,17,805401
3167132.0,3084998.0,031,S,17031800100,+42.1339745,-087.7477294,G5020,8001,Census Tract 8001,17,800100
3233911.0,207366.0,031,S,17031800300,+42.1125387,-087.7574932,G5020,8003,Census Tract 8003,17,800300
5175588.0,18740.0,031,S,17031770400,+42.0246767,-087.9740263,G5020,7704,Census Tract 7704,17,770400
833025.0,0.0,031,S,17031813000,+41.8763621,-087.7806602,G5020,8130,Census Tract 8130,17,813000
1117349.0,0.0,031,S,17031812900,+41.8763226,-087.7953122,G5020,8129,Census Tract 8129,17,812900
992592.0,0.0,031,S,17031813100,+41.8690097,-087.7816188,G5020,8131,Census Tract 8131,17,813100
3396166.0,0.0,031,S,17031800500,+42.1002313,-087.7407469,G5020,8005,Census Tract 8005,17,800500
1720124.0,0.0,031,S,17031821101,+41.7382829,-087.7621853,G5020,8211.01,Census Tract 8211.01,17,821101
1968487.0,0.0,031,S,17031821102,+41.7429218,-087.7492511,G5020,8211.02,Census Tract 8211.02,17,821102
1752587.0,154299.0,031,S,17031821300,+41.6551198,-087.6674619,G5020,8213,Census Tract 8213,17,821300
2216277.0,0.0,031,S,17031821002,+41.7415272,-087.7764294,G5020,8210.02,Census Tract 8210.02,17,821002
3859035.0,95149.0,031,S,17031828402,+41.5696515,-087.6409799,G5020,8284.02,Census Tract 8284.02,17,828402
3788006.0,0.0,031,S,17031828401,+41.5679857,-087.6651958,G5020,8284.01,Census Tract 8284.01,17,828401
245128.0,0.0,031,S,17031420400,+41.7831699,-087.6035584,G5020,4204,Census Tract 4204,17,420400
277261.0,0.0,031,S,17031420200,+41.7834680,-087.5935208,G5020,4202,Census Tract 4202,17,420200
650530.0,0.0,031,S,17031420700,+41.7766914,-087.6106933,G5020,4207,Census Tract 4207,17,420700
761045.0,623125.0,031,S,17031420100,+41.7825689,-087.5795042,G5020,4201,Census Tract 4201,17,420100
2023150.0,0.0,031,S,17031805501,+42.0196065,-087.8378985,G5020,8055.01,Census Tract 8055.01,17,805501
10563095.0,18847.0,031,S,17031828504,+41.4811153,-087.5506588,G5020,8285.04,Census Tract 8285.04,17,828504
1975529.0,0.0,031,S,17031805402,+42.0297739,-087.8113312,G5020,8054.02,Census Tract 8054.02,17,805402
347603.0,0.0,031,S,17031420800,+41.7769097,-087.6032569,G5020,4208,Census Tract 4208,17,420800
286026.0,0.0,031,S,17031480200,+41.7351237,-087.5898841,G5020,4802,Census Tract 4802,17,480200
415735.0,0.0,031,S,17031480300,+41.7291940,-087.5879725,G5020,4803,Census Tract 4803,17,480300
659686.0,0.0,031,S,17031480100,+41.7352411,-087.5757302,G5020,4801,Census Tract 4801,17,480100
1605835.0,0.0,031,S,17031829600,+41.4734290,-087.6330430,G5020,8296,Census Tract 8296,17,829600
1809911.0,0.0,031,S,17031480400,+41.7284498,-087.5756385,G5020,4804,Census Tract 4804,17,480400
1589028.0,0.0,031,S,17031470100,+41.7282207,-087.5964894,G5020,4701,Census Tract 4701,17,470100
1849506.0,0.0,031,S,17031805502,+42.0171511,-087.8239844,G5020,8055.02,Census Tract 8055.02,17,805502
1890905.0,0.0,031,S,17031805600,+42.0025082,-087.8309177,G5020,8056,Census Tract 8056,17,805600
1098627.0,0.0,031,S,17031650400,+41.7653247,-087.7171803,G5020,6504,Census Tract 6504,17,650400
2643928.0,45221.0,031,S,17031830001,+41.4924088,-087.7697665,G5020,8300.01,Census Tract 8300.01,17,830001
5771654.0,38765.0,031,S,17031830006,+41.5004956,-087.7262566,G5020,8300.06,Census Tract 8300.06,17,830006
645646.0,0.0,031,S,17031660400,+41.7825321,-087.7080441,G5020,6604,Census Tract 6604,17,660400
1539664.0,0.0,031,S,17031800600,+42.0887819,-087.7143349,G5020,8006,Census Tract 8006,17,800600
2533856.0,0.0,031,S,17031801000,+42.0723092,-087.7348644,G5020,8010,Census Tract 8010,17,801000
3246100.0,0.0,031,S,17031650500,+41.7622187,-087.7320352,G5020,6505,Census Tract 6505,17,650500
1873164.0,0.0,031,S,17031801100,+42.0751828,-087.7149697,G5020,8011,Census Tract 8011,17,801100
1947011.0,3492924.0,031,S,17031801200,+42.0788722,-087.6848300,G5020,8012,Census Tract 8012,17,801200
1116204.0,0.0,031,S,17031813200,+41.8690617,-087.7969689,G5020,8132,Census Tract 8132,17,813200
1110013.0,0.0,031,S,17031813400,+41.8609814,-087.7666419,G5020,8134,Census Tract 8134,17,813400
854233.0,0.0,031,S,17031821401,+41.6662105,-087.6578718,G5020,8214.01,Census Tract 8214.01,17,821401
1618177.0,0.0,031,S,17031811402,+41.9266487,-087.8748227,G5020,8114.02,Census Tract 8114.02,17,811402
1676144.0,0.0,031,S,17031805702,+41.9920564,-087.8468300,G5020,8057.02,Census Tract 8057.02,17,805702
1746701.0,25989.0,031,S,17031805802,+42.0152617,-087.8473873,G5020,8058.02,Census Tract 8058.02,17,805802
325748.0,0.0,031,S,17031421200,+41.7706621,-087.6089474,G5020,4212,Census Tract 4212,17,421200
329138.0,0.0,031,S,17031291200,+41.8626611,-087.7128746,G5020,2912,Census Tract 2912,17,291200
996496.0,0.0,031,S,17031290900,+41.8624103,-087.7324567,G5020,2909,Census Tract 2909,17,290900
1550162.0,0.0,031,S,17031821700,+41.7211699,-087.7153585,G5020,8217,Census Tract 8217,17,821700
