precinct_full_name,precinct_number,precinct_ward,tract_commarea_num,tract_countyfp,tract_geoid,tract_name,tract_statefp
19035,35,19,72,031,17031720600,7206,17
19036,36,19,72,031,17031720700,7207,17
19037,37,19,72,031,17031720700,7207,17
19038,38,19,72,031,17031720200,7202,17
19039,39,19,74,031,17031740400,7404,17
19040,40,19,75,031,17031750200,7502,17
19041,41,19,74,031,17031740400,7404,17
19042,42,19,75,031,17031750200,7502,17
19043,43,19,75,031,17031750200,7502,17
19044,44,19,74,031,17031740300,7403,17
19045,45,19,72,031,17031720400,7204,17
19046,46,19,75,031,17031750300,7503,17
19047,47,19,75,031,17031750400,7504,17
19048,48,19,75,031,17031750500,7505,17
19049,49,19,75,031,17031750500,7505,17
19052,52,19,74,031,17031740100,7401,17
19053,53,19,72,031,17031720400,7204,17
19054,54,19,74,031,17031740300,7403,17
19055,55,19,74,031,17031740200,7402,17
19056,56,19,72,031,17031720100,7201,17
19057,57,19,72,031,17031720200,7202,17
19008,8,19,74,031,17031740300,7403,17
19051,51,19,72,031,17031720500,7205,17
19050,50,19,75,031,17031750300,7503,17
19020,20,19,75,031,17031750500,7505,17
23002,2,23,64,031,17031640600,6406,17
23004,4,23,56,031,17031561100,5611,17
23005,5,23,65,031,17031650100,6501,17
23007,7,23,65,031,17031650100,6501,17
23010,10,23,65,031,17031650200,6502,17
23011,11,23,65,031,17031650302,6503.02,17
23013,13,23,63,031,17031630900,6309,17
23015,15,23,66,031,17031660400,6604,17
23017,17,23,66,031,17031660400,6604,17
23019,19,23,66,031,17031660500,6605,17
23020,20,23,66,031,17031660400,6604,17
23001,1,23,56,031,17031561000,5610,17
23003,3,23,56,031,17031560900,5609,17
23006,6,23,62,031,17031620200,6202,17
23008,8,23,56,031,17031980100,9801,17
23009,9,23,62,031,17031620100,6201,17
23012,12,23,56,031,17031561000,5610,17
23014,14,23,56,031,17031560800,5608,17
23016,16,23,56,031,17031560900,5609,17
23018,18,23,64,031,17031640400,6404,17
23024,24,23,62,031,17031620100,6201,17
23027,27,23,56,031,17031560900,5609,17
23026,26,23,62,031,17031620200,6202,17
23025,25,23,57,031,17031570500,5705,17
23023,23,23,64,031,17031640500,6405,17
23022,22,23,56,031,17031560800,5608,17
23021,21,23,56,031,17031560900,5609,17
23028,28,23,64,031,17031640500,6405,17
23029,29,23,56,031,17031561100,5611,17
23030,30,23,65,031,17031650100,6501,17
23031,31,23,66,031,17031660500,6605,17
23032,32,23,65,031,17031650100,6501,17
23033,33,23,62,031,17031620400,6204,17
23035,35,23,64,031,17031640500,6405,17
23036,36,23,56,031,17031560900,5609,17
23037,37,23,56,031,17031560900,5609,17
23038,38,23,56,031,17031561100,5611,17
23039,39,23,62,031,17031620100,6201,17
23034,34,23,66,031,17031660400,6604,17
26003,3,26,24,031,17031242500,2425,17
26001,1,26,24,031,17031242600,2426,17
26002,2,26,23,031,17031836600,8366,17
26005,5,26,23,031,17031230900,2309,17
26006,6,26,23,031,17031230800,2308,17
26009,9,26,23,031,17031230900,2309,17
26010,10,26,24,031,17031240900,2409,17
26011,11,26,23,031,17031230400,2304,17
26012,12,26,23,031,17031230900,2309,17
26014,14,26,23,031,17031230300,2303,17
26017,17,26,24,031,17031242800,2428,17
26018,18,26,23,031,17031230700,2307,17
26020,20,26,24,031,17031241100,2411,17
26021,21,26,24,031,17031242700,2427,17
26024,24,26,22,031,17031220901,2209.01,17
26025,25,26,24,031,17031240900,2409,17
26027,27,26,24,031,17031240900,2409,17
26029,29,26,23,031,17031230200,2302,17
26032,32,26,24,031,17031243000,2430,17
26033,33,26,24,031,17031242600,2426,17
26034,34,26,22,031,17031221100,2211,17
26035,35,26,24,031,17031242600,2426,17
26036,36,26,24,031,17031242600,2426,17
26031,31,26,23,031,17031230700,2307,17
26030,30,26,23,031,17031230100,2301,17
26028,28,26,24,031,17031242900,2429,17
26026,26,26,24,031,17031242600,2426,17
26023,23,26,22,031,17031220901,2209.01,17
26022,22,26,23,031,17031230500,2305,17
26019,19,26,23,031,17031230600,2306,17
26016,16,26,23,031,17031230700,2307,17
26015,15,26,23,031,17031230600,2306,17
26013,13,26,23,031,17031230500,2305,17
26008,8,26,20,031,17031831200,8312,17
26007,7,26,22,031,17031221100,2211,17
26004,4,26,23,031,17031230600,2306,17
26049,49,26,20,031,17031200402,2004.02,17
26047,47,26,23,031,17031230400,2304,17
26044,44,26,23,031,17031230700,2307,17
26045,45,26,23,031,17031230700,2307,17
26043,43,26,23,031,17031230700,2307,17
26037,37,26,22,031,17031221000,2210,17
26041,41,26,23,031,17031230900,2309,17
26040,40,26,23,031,17031230200,2302,17
26042,42,26,23,031,17031230100,2301,17
26048,48,26,24,031,17031241100,2411,17
26039,39,26,24,031,17031242500,2425,17
28005,5,28,28,031,17031842900,8429,17
28006,6,28,28,031,17031833100,8331,17
28008,8,28,28,031,17031833100,8331,17
28010,10,28,28,031,17031283200,2832,17
28004,4,28,28,031,17031283100,2831,17
28011,11,28,28,031,17031282700,2827,17
28009,9,28,26,031,17031260600,2606,17
28016,16,28,26,031,17031260500,2605,17
28017,17,28,26,031,17031260800,2608,17
28019,19,28,28,031,17031842900,8429,17
28027,27,28,28,031,17031832900,8329,17
28028,28,28,28,031,17031832900,8329,17
28001,1,28,25,031,17031252202,2522.02,17
28002,2,28,27,031,17031836800,8368,17
28003,3,28,27,031,17031271300,2713,17
28012,12,28,25,031,17031252201,2522.01,17
28014,14,28,25,031,17031251900,2519,17
28020,20,28,27,031,17031836800,8368,17
28021,21,28,25,031,17031251800,2518,17
28022,22,28,27,031,17031836800,8368,17
28023,23,28,23,031,17031842100,8421,17
28024,24,28,26,031,17031260200,2602,17
01002,2,1,22,031,17031222700,2227,17
01003,3,1,24,031,17031242100,2421,17
01004,4,1,24,031,17031242200,2422,17
01005,5,1,24,031,17031241400,2414,17
01006,6,1,24,031,17031243400,2434,17
01007,7,1,22,031,17031221500,2215,17
01008,8,1,24,031,17031241400,2414,17
01009,9,1,22,031,17031221500,2215,17
01010,10,1,24,031,17031242100,2421,17
01011,11,1,24,031,17031241400,2414,17
01012,12,1,24,031,17031242400,2424,17
01013,13,1,22,031,17031221400,2214,17
01014,14,1,24,031,17031241200,2412,17
01015,15,1,24,031,17031242500,2425,17
01016,16,1,22,031,17031221400,2214,17
01017,17,1,22,031,17031222700,2227,17
01018,18,1,24,031,17031242600,2426,17
01020,20,1,22,031,17031222600,2226,17
01021,21,1,24,031,17031241400,2414,17
01022,22,1,24,031,17031240700,2407,17
01027,27,1,24,031,17031240600,2406,17
01028,28,1,22,031,17031830900,8309,17
01029,29,1,22,031,17031832400,8324,17
01030,30,1,24,031,17031240800,2408,17
01032,32,1,24,031,17031243000,2430,17
01033,33,1,24,031,17031243200,2432,17
01034,34,1,22,031,17031221400,2214,17
01036,36,1,24,031,17031242100,2421,17
01038,38,1,24,031,17031241200,2412,17
01039,39,1,24,031,17031243100,2431,17
01040,40,1,24,031,17031242000,2420,17
01037,37,1,24,031,17031243300,2433,17
01035,35,1,24,031,17031243200,2432,17
01031,31,1,24,031,17031240700,2407,17
01026,26,1,22,031,17031222900,2229,17
01025,25,1,24,031,17031241100,2411,17
01024,24,1,24,031,17031241000,2410,17
01023,23,1,22,031,17031221300,2213,17
01019,19,1,22,031,17031221300,2213,17
01001,1,1,22,031,17031222500,2225,17
01041,41,1,22,031,17031220300,2203,17
01042,42,1,22,031,17031830900,8309,17
01043,43,1,22,031,17031221500,2215,17
01044,44,1,22,031,17031832400,8324,17
02001,1,2,24,031,17031241600,2416,17
02003,3,2,24,031,17031242200,2422,17
02004,4,2,24,031,17031242200,2422,17
02005,5,2,24,031,17031242000,2420,17
02006,6,2,24,031,17031241600,2416,17
02007,7,2,24,031,17031241500,2415,17
02008,8,2,24,031,17031241600,2416,17
02009,9,2,8,031,17031080400,804,17
02010,10,2,8,031,17031081300,813,17
02011,11,2,8,031,17031081300,813,17
02002,2,2,8,031,17031081300,813,17
02012,12,2,7,031,17031071800,718,17
02013,13,2,8,031,17031081300,813,17
02014,14,2,24,031,17031242300,2423,17
02015,15,2,24,031,17031241300,2413,17
02016,16,2,24,031,17031241300,2413,17
02017,17,2,24,031,17031242400,2424,17
02018,18,2,8,031,17031081300,813,17
02019,19,2,8,031,17031081300,813,17
02020,20,2,24,031,17031842300,8423,17
02021,21,2,24,031,17031242300,2423,17
02022,22,2,7,031,17031832500,8325,17
02023,23,2,8,031,17031081202,812.02,17
02024,24,2,7,031,17031070600,706,17
02025,25,2,24,031,17031240300,2403,17
02026,26,2,7,031,17031832500,8325,17
02027,27,2,8,031,17031081100,811,17
02028,28,2,8,031,17031080300,803,17
02029,29,2,8,031,17031081202,812.02,17
02030,30,2,8,031,17031080202,802.02,17
02031,31,2,8,031,17031080201,802.01,17
02032,32,2,8,031,17031081000,810,17
02033,33,2,7,031,17031071500,715,17
02034,34,2,8,031,17031081202,812.02,17
02036,36,2,8,031,17031080202,802.02,17
02037,37,2,8,031,17031080201,802.01,17
02038,38,2,8,031,17031080202,802.02,17
02039,39,2,8,031,17031081000,810,17
02040,40,2,8,031,17031081700,817,17
02041,41,2,8,031,17031081000,810,17
02042,42,2,8,031,17031081100,811,17
02043,43,2,8,031,17031081100,811,17
02044,44,2,7,031,17031071500,715,17
02045,45,2,8,031,17031081100,811,17
02046,46,2,7,031,17031071700,717,17
02035,35,2,8,031,17031080300,803,17
09012,12,9,44,031,17031440700,4407,17
09023,23,9,49,031,17031490300,4903,17
09024,24,9,49,031,17031490500,4905,17
09025,25,9,44,031,17031440900,4409,17
09048,48,9,44,031,17031440900,4409,17
09049,49,9,44,031,17031440600,4406,17
09050,50,9,44,031,17031440600,4406,17
09051,51,9,49,031,17031490500,4905,17
09042,42,9,49,031,17031490500,4905,17
09001,1,9,49,031,17031490902,4909.02,17
09002,2,9,49,031,17031490800,4908,17
09003,3,9,54,031,17031540102,5401.02,17
09004,4,9,53,031,17031530502,5305.02,17
09005,5,9,49,031,17031490902,4909.02,17
09006,6,9,53,031,17031530503,5305.03,17
09007,7,9,53,031,17031530100,5301,17
09008,8,9,50,031,17031500200,5002,17
09009,9,9,49,031,17031490901,4909.01,17
09010,10,9,49,031,17031490700,4907,17
09011,11,9,53,031,17031530600,5306,17
09013,13,9,49,031,17031490800,4908,17
09035,35,9,49,031,17031490800,4908,17
09015,15,9,54,031,17031540101,5401.01,17
09016,16,9,53,031,17031530501,5305.01,17
09017,17,9,49,031,17031490800,4908,17
09018,18,9,53,031,17031530501,5305.01,17
09019,19,9,53,031,17031530503,5305.03,17
09020,20,9,49,031,17031490700,4907,17
09021,21,9,73,031,17031730500,7305,17
09022,22,9,49,031,17031490902,4909.02,17
09026,26,9,54,031,17031540101,5401.01,17
09027,27,9,73,031,17031730500,7305,17
09028,28,9,53,031,17031530100,5301,17
09029,29,9,49,031,17031490902,4909.02,17
09030,30,9,49,031,17031490700,4907,17
09031,31,9,49,031,17031491400,4914,17
09032,32,9,49,031,17031490902,4909.02,17
09033,33,9,54,031,17031540102,5401.02,17
09034,34,9,49,031,17031490901,4909.01,17
09014,14,9,49,031,17031490800,4908,17
09036,36,9,44,031,17031440900,4409,17
09037,37,9,50,031,17031500300,5003,17
09038,38,9,49,031,17031490901,4909.01,17
09039,39,9,53,031,17031530502,5305.02,17
09040,40,9,49,031,17031490902,4909.02,17
09041,41,9,53,031,17031530600,5306,17
09043,43,9,49,031,17031491400,4914,17
09044,44,9,53,031,17031530502,5305.02,17
09045,45,9,53,031,17031530600,5306,17
09046,46,9,49,031,17031491400,4914,17
09047,47,9,49,031,17031490300,4903,17
20002,2,20,61,031,17031611000,6110,17
20004,4,20,61,031,17031611000,6110,17
20006,6,20,68,031,17031834700,8347,17
20008,8,20,42,031,17031421200,4212,17
20017,17,20,61,031,17031611100,6111,17
20020,20,20,61,031,17031611300,6113,17
20021,21,20,61,031,17031611900,6119,17
20025,25,20,61,031,17031612000,6120,17
20001,1,20,42,031,17031420500,4205,17
20003,3,20,42,031,17031420600,4206,17
20005,5,20,42,031,17031420800,4208,17
20007,7,20,40,031,17031400800,4008,17
20009,9,20,42,031,17031834400,8344,17
20010,10,20,42,031,17031420700,4207,17
20011,11,20,40,031,17031400400,4004,17
20012,12,20,40,031,17031834500,8345,17
20013,13,20,68,031,17031680900,6809,17
20014,14,20,40,031,17031400300,4003,17
20015,15,20,61,031,17031611100,6111,17
20016,16,20,42,031,17031420400,4204,17
20018,18,20,42,031,17031420700,4207,17
20022,22,20,42,031,17031834400,8344,17
20023,23,20,40,031,17031400800,4008,17
20024,24,20,42,031,17031420300,4203,17
20026,26,20,42,031,17031420200,4202,17
20028,28,20,69,031,17031690400,6904,17
20031,31,20,40,031,17031400500,4005,17
20034,34,20,42,031,17031420300,4203,17
20035,35,20,69,031,17031842500,8425,17
20033,33,20,42,031,17031420700,4207,17
20019,19,20,42,031,17031420600,4206,17
20027,27,20,68,031,17031834600,8346,17
20032,32,20,61,031,17031612100,6121,17
20030,30,20,68,031,17031834600,8346,17
20029,29,20,68,031,17031680900,6809,17
20036,36,20,68,031,17031834700,8347,17
20037,37,20,68,031,17031834600,8346,17
20039,39,20,68,031,17031834600,8346,17
20038,38,20,61,031,17031843800,8438,17
21007,7,21,71,031,17031711200,7112,17
21009,9,21,71,031,17031711200,7112,17
21013,13,21,71,031,17031711200,7112,17
21016,16,21,71,031,17031711300,7113,17
21001,1,21,73,031,17031730400,7304,17
21002,2,21,71,031,17031710900,7109,17
21003,3,21,71,031,17031711300,7113,17
21004,4,21,71,031,17031710900,7109,17
21005,5,21,73,031,17031730500,7305,17
21006,6,21,71,031,17031711400,7114,17
21008,8,21,73,031,17031730201,7302.01,17
21010,10,21,73,031,17031730202,7302.02,17
21011,11,21,71,031,17031711500,7115,17
21012,12,21,71,031,17031711500,7115,17
21014,14,21,73,031,17031730300,7303,17
21015,15,21,71,031,17031710500,7105,17
21017,17,21,71,031,17031711000,7110,17
21018,18,21,73,031,17031730201,7302.01,17
21019,19,21,73,031,17031730202,7302.02,17
21021,21,21,73,031,17031730400,7304,17
21022,22,21,73,031,17031730201,7302.01,17
21023,23,21,49,031,17031490600,4906,17
21024,24,21,73,031,17031730100,7301,17
21025,25,21,49,031,17031490600,4906,17
21026,26,21,71,031,17031710500,7105,17
21027,27,21,73,031,17031730500,7305,17
21028,28,21,71,031,17031710700,7107,17
21029,29,21,71,031,17031711200,7112,17
21030,30,21,71,031,17031710600,7106,17
21031,31,21,44,031,17031842400,8424,17
21032,32,21,71,031,17031711400,7114,17
21033,33,21,71,031,17031711000,7110,17
21034,34,21,71,031,17031711000,7110,17
21035,35,21,73,031,17031730100,7301,17
21036,36,21,73,031,17031730201,7302.01,17
21037,37,21,73,031,17031730400,7304,17
21038,38,21,49,031,17031834000,8340,17
21039,39,21,49,031,17031834000,8340,17
21049,49,21,73,031,17031730202,7302.02,17
21041,41,21,73,031,17031730400,7304,17
21042,42,21,73,031,17031730201,7302.01,17
21043,43,21,71,031,17031710800,7108,17
21044,44,21,49,031,17031834000,8340,17
21045,45,21,49,031,17031834000,8340,17
21046,46,21,73,031,17031730202,7302.02,17
21047,47,21,71,031,17031710600,7106,17
21048,48,21,71,031,17031711100,7111,17
21040,40,21,73,031,17031730100,7301,17
21050,50,21,71,031,17031711400,7114,17
21051,51,21,71,031,17031710800,7108,17
21052,52,21,71,031,17031711100,7111,17
21053,53,21,44,031,17031842400,8424,17
21054,54,21,71,031,17031710800,7108,17
21020,20,21,71,031,17031711100,7111,17
22003,3,22,30,031,17031301702,3017.02,17
22004,4,22,30,031,17031300500,3005,17
22005,5,22,30,031,17031301801,3018.01,17
22006,6,22,30,031,17031301801,3018.01,17
22009,9,22,30,031,17031301600,3016,17
22010,10,22,30,031,17031830500,8305,17
22011,11,22,30,031,17031301600,3016,17
22013,13,22,30,031,17031300600,3006,17
22014,14,22,30,031,17031300600,3006,17
22015,15,22,30,031,17031830500,8305,17
22016,16,22,30,031,17031830500,8305,17
22017,17,22,30,031,17031301802,3018.02,17
22018,18,22,30,031,17031300700,3007,17
22019,19,22,30,031,17031300500,3005,17
22020,20,22,30,031,17031301803,3018.03,17
22021,21,22,29,031,17031843400,8434,17
22022,22,22,30,031,17031300700,3007,17
22025,25,22,30,031,17031301701,3017.01,17
22007,7,22,30,031,17031830500,8305,17
22024,24,22,30,031,17031301803,3018.03,17
22023,23,22,56,031,17031560200,5602,17
22012,12,22,56,031,17031560100,5601,17
22008,8,22,56,031,17031560300,5603,17
22002,2,22,56,031,17031560300,5603,17
22001,1,22,56,031,17031560200,5602,17
24001,1,24,29,031,17031292500,2925,17
24002,2,24,29,031,17031291200,2912,17
24003,3,24,29,031,17031292200,2922,17
24004,4,24,27,031,17031270500,2705,17
24005,5,24,29,031,17031843000,8430,17
24006,6,24,29,031,17031292200,2922,17
24008,8,24,29,031,17031290900,2909,17
24009,9,24,29,031,17031841400,8414,17
24010,10,24,29,031,17031841600,8416,17
24011,11,24,29,031,17031290900,2909,17
24012,12,24,29,031,17031841500,8415,17
24013,13,24,29,031,17031292200,2922,17
24014,14,24,29,031,17031843100,8431,17
24015,15,24,29,031,17031292400,2924,17
24017,17,24,26,031,17031260900,2609,17
24019,19,24,26,031,17031261000,2610,17
24020,20,24,26,031,17031260900,2609,17
24021,21,24,29,031,17031291200,2912,17
24022,22,24,29,031,17031843000,8430,17
24023,23,24,29,031,17031843100,8431,17
24024,24,24,29,031,17031838700,8387,17
24027,27,24,27,031,17031837300,8373,17
24028,28,24,29,031,17031838700,8387,17
24030,30,24,29,031,17031843000,8430,17
24031,31,24,29,031,17031292400,2924,17
24032,32,24,26,031,17031261000,2610,17
24034,34,24,29,031,17031838700,8387,17
24035,35,24,29,031,17031841500,8415,17
24036,36,24,29,031,17031292500,2925,17
24038,38,24,29,031,17031843100,8431,17
24041,41,24,25,031,17031831400,8314,17
24040,40,24,29,031,17031843000,8430,17
24039,39,24,30,031,17031841700,8417,17
24037,37,24,29,031,17031292500,2925,17
24033,33,24,29,031,17031292500,2925,17
24029,29,24,29,031,17031292500,2925,17
24026,26,24,29,031,17031843000,8430,17
24018,18,24,27,031,17031271500,2715,17
24016,16,24,30,031,17031843500,8435,17
24007,7,24,29,031,17031291600,2916,17
25003,3,25,28,031,17031833300,8333,17
25004,4,25,28,031,17031283800,2838,17
25010,10,25,28,031,17031833100,8331,17
25027,27,25,28,031,17031841900,8419,17
25020,20,25,28,031,17031842900,8429,17
25021,21,25,32,031,17031839000,8390,17
25026,26,25,31,031,17031841300,8413,17
25015,15,25,31,031,17031843200,8432,17
25031,31,25,28,031,17031833100,8331,17
25032,32,25,31,031,17031843200,8432,17
25001,1,25,31,031,17031841300,8413,17
25002,2,25,31,031,17031843200,8432,17
25005,5,25,31,031,17031841300,8413,17
25006,6,25,34,031,17031841100,8411,17
25007,7,25,31,031,17031843200,8432,17
25008,8,25,31,031,17031841200,8412,17
25009,9,25,31,031,17031841200,8412,17
25011,11,25,31,031,17031310900,3109,17
25012,12,25,31,031,17031310400,3104,17
25013,13,25,31,031,17031310800,3108,17
25014,14,25,34,031,17031841100,8411,17
25016,16,25,28,031,17031833000,8330,17
25017,17,25,31,031,17031310400,3104,17
25018,18,25,34,031,17031841100,8411,17
25019,19,25,31,031,17031310800,3108,17
25022,22,25,31,031,17031310900,3109,17
25023,23,25,31,031,17031310300,3103,17
25024,24,25,31,031,17031310600,3106,17
25025,25,25,28,031,17031833300,8333,17
25028,28,25,31,031,17031843200,8432,17
25029,29,25,28,031,17031842900,8429,17
25030,30,25,31,031,17031841200,8412,17
27024,24,27,23,031,17031231200,2312,17
27028,28,27,8,031,17031838300,8383,17
27019,19,27,23,031,17031231200,2312,17
27022,22,27,23,031,17031231200,2312,17
27003,3,27,23,031,17031231100,2311,17
27005,5,27,23,031,17031836600,8366,17
27015,15,27,23,031,17031231500,2315,17
27034,34,27,23,031,17031231500,2315,17
27023,23,27,23,031,17031231500,2315,17
27008,8,27,23,031,17031231500,2315,17
27044,44,27,23,031,17031836700,8367,17
27031,31,27,23,031,17031836700,8367,17
27026,26,27,27,031,17031837100,8371,17
27036,36,27,27,031,17031837100,8371,17
27014,14,27,27,031,17031837000,8370,17
27027,27,27,28,031,17031280400,2804,17
27033,33,27,28,031,17031833000,8330,17
27004,4,27,27,031,17031837100,8371,17
27039,39,27,27,031,17031837100,8371,17
27030,30,27,27,031,17031837400,8374,17
27017,17,27,28,031,17031280800,2808,17
27043,43,27,28,031,17031837800,8378,17
27032,32,27,28,031,17031837800,8378,17
27025,25,27,28,031,17031838000,8380,17
27018,18,27,28,031,17031838000,8380,17
27041,41,27,28,031,17031838000,8380,17
27002,2,27,28,031,17031833100,8331,17
27045,45,27,28,031,17031833000,8330,17
27016,16,27,28,031,17031833000,8330,17
27011,11,27,24,031,17031842300,8423,17
27040,40,27,24,031,17031243500,2435,17
27013,13,27,24,031,17031842300,8423,17
27035,35,27,8,031,17031842200,8422,17
27021,21,27,8,031,17031842200,8422,17
27029,29,27,23,031,17031231100,2311,17
27037,37,27,8,031,17031842200,8422,17
27006,6,27,8,031,17031842200,8422,17
27009,9,27,8,031,17031080300,803,17
27020,20,27,8,031,17031080400,804,17
27042,42,27,8,031,17031080300,803,17
27012,12,27,8,031,17031080300,803,17
27038,38,27,8,031,17031081000,810,17
27010,10,27,28,031,17031838200,8382,17
27007,7,27,24,031,17031243300,2433,17
27001,1,27,24,031,17031243500,2435,17
27046,46,27,8,031,17031080300,803,17
27047,47,27,8,031,17031080400,804,17
27048,48,27,8,031,17031081900,819,17
27049,49,27,27,031,17031837000,8370,17
27050,50,27,28,031,17031280800,2808,17
31007,7,31,22,031,17031220702,2207.02,17
31008,8,31,15,031,17031151002,1510.02,17
31002,2,31,19,031,17031190800,1908,17
31003,3,31,19,031,17031190300,1903,17
31005,5,31,20,031,17031200100,2001,17
31006,6,31,19,031,17031190100,1901,17
31009,9,31,19,031,17031190200,1902,17
31010,10,31,21,031,17031210400,2104,17
31013,13,31,20,031,17031200200,2002,17
31015,15,31,19,031,17031190402,1904.02,17
31021,21,31,19,031,17031190800,1908,17
31024,24,31,20,031,17031200100,2001,17
31025,25,31,19,031,17031190300,1903,17
31026,26,31,20,031,17031200100,2001,17
31023,23,31,21,031,17031210400,2104,17
31022,22,31,20,031,17031200300,2003,17
31020,20,31,19,031,17031190701,1907.01,17
31019,19,31,19,031,17031190300,1903,17
31017,17,31,19,031,17031190200,1902,17
31016,16,31,22,031,17031220701,2207.01,17
31014,14,31,15,031,17031151100,1511,17
31012,12,31,15,031,17031151002,1510.02,17
31011,11,31,15,031,17031151001,1510.01,17
31027,27,31,19,031,17031190200,1902,17
31028,28,31,19,031,17031190800,1908,17
31029,29,31,19,031,17031190900,1909,17
31018,18,31,20,031,17031200200,2002,17
31030,30,31,19,031,17031190100,1901,17
31004,4,31,22,031,17031220701,2207.01,17
31001,1,31,20,031,17031200200,2002,17
31031,31,31,19,031,17031190300,1903,17
31032,32,31,19,031,17031190702,1907.02,17
31033,33,31,15,031,17031151001,1510.01,17
31034,34,31,15,031,17031151002,1510.02,17
31035,35,31,19,031,17031190200,1902,17
31036,36,31,20,031,17031200100,2001,17
31038,38,31,19,031,17031190800,1908,17
31037,37,31,19,031,17031190800,1908,17
31039,39,31,22,031,17031220702,2207.02,17
31041,41,31,20,031,17031200200,2002,17
31040,40,31,22,031,17031220702,2207.02,17
32001,1,32,22,031,17031830900,8309,17
32002,2,32,24,031,17031240500,2405,17
32003,3,32,22,031,17031830900,8309,17
32006,6,32,22,031,17031222200,2222,17
32009,9,32,5,031,17031843700,8437,17
32011,11,32,22,031,17031220500,2205,17
32012,12,32,22,031,17031221100,2211,17
32004,4,32,22,031,17031832200,8322,17
32005,5,32,22,031,17031832200,8322,17
32007,7,32,6,031,17031062800,628,17
32008,8,32,6,031,17031062800,628,17
32010,10,32,6,031,17031062700,627,17
32013,13,32,7,031,17031070700,707,17
32015,15,32,5,031,17031051200,512,17
32016,16,32,22,031,17031221600,2216,17
32018,18,32,7,031,17031070600,706,17
32019,19,32,5,031,17031051000,510,17
32021,21,32,5,031,17031050800,508,17
32023,23,32,6,031,17031062800,628,17
32024,24,32,7,031,17031070700,707,17
32025,25,32,5,031,17031050900,509,17
32027,27,32,7,031,17031070700,707,17
32029,29,32,22,031,17031221600,2216,17
32030,30,32,5,031,17031051300,513,17
32031,31,32,22,031,17031831000,8310,17
32033,33,32,22,031,17031832300,8323,17
32034,34,32,22,031,17031832200,8322,17
32035,35,32,24,031,17031240200,2402,17
32036,36,32,24,031,17031240300,2403,17
32037,37,32,22,031,17031832300,8323,17
32039,39,32,7,031,17031070600,706,17
32040,40,32,6,031,17031062600,626,17
32041,41,32,5,031,17031051300,513,17
32042,42,32,5,031,17031051100,511,17
32038,38,32,5,031,17031051400,514,17
32032,32,32,22,031,17031222200,2222,17
32028,28,32,22,031,17031220500,2205,17
32026,26,32,22,031,17031220400,2204,17
32022,22,32,22,031,17031221200,2212,17
32020,20,32,22,031,17031221200,2212,17
32017,17,32,22,031,17031220400,2204,17
32014,14,32,22,031,17031220500,2205,17
32043,43,32,22,031,17031220300,2203,17
33005,5,33,21,031,17031210900,2109,17
33009,9,33,21,031,17031210100,2101,17
33016,16,33,16,031,17031160800,1608,17
33019,19,33,21,031,17031210900,2109,17
33001,1,33,14,031,17031140702,1407.02,17
33003,3,33,14,031,17031140800,1408,17
33004,4,33,21,031,17031210100,2101,17
33006,6,33,16,031,17031160700,1607,17
33008,8,33,14,031,17031140800,1408,17
33010,10,33,16,031,17031160700,1607,17
33011,11,33,16,031,17031160602,1606.02,17
33012,12,33,16,031,17031160700,1607,17
33013,13,33,21,031,17031210700,2107,17
33015,15,33,16,031,17031160501,1605.01,17
33017,17,33,16,031,17031160502,1605.02,17
33018,18,33,14,031,17031140100,1401,17
33020,20,33,14,031,17031140702,1407.02,17
33021,21,33,16,031,17031160601,1606.01,17
33022,22,33,16,031,17031160700,1607,17
33023,23,33,16,031,17031160601,1606.01,17
33024,24,33,14,031,17031140800,1408,17
33025,25,33,16,031,17031160602,1606.02,17
33027,27,33,14,031,17031140701,1407.01,17
33028,28,33,21,031,17031210700,2107,17
33026,26,33,21,031,17031210700,2107,17
33014,14,33,21,031,17031210800,2108,17
33007,7,33,14,031,17031140200,1402,17
33002,2,33,14,031,17031140200,1402,17
34017,17,34,75,031,17031750500,7505,17
34046,46,34,73,031,17031730500,7305,17
34049,49,34,73,031,17031730600,7306,17
34052,52,34,73,031,17031730400,7304,17
34001,1,34,53,031,17031530300,5303,17
34002,2,34,75,031,17031750100,7501,17
34003,3,34,53,031,17031530503,5305.03,17
34004,4,34,49,031,17031491000,4910,17
34005,5,34,53,031,17031530300,5303,17
34006,6,34,53,031,17031530503,5305.03,17
34007,7,34,53,031,17031530300,5303,17
34008,8,34,75,031,17031750600,7506,17
34009,9,34,53,031,17031530200,5302,17
34010,10,34,53,031,17031530300,5303,17
34011,11,34,53,031,17031530200,5302,17
34012,12,34,73,031,17031730700,7307,17
34013,13,34,75,031,17031750600,7506,17
34014,14,34,53,031,17031530200,5302,17
34016,16,34,53,031,17031530501,5305.01,17
34018,18,34,49,031,17031491000,4910,17
34019,19,34,75,031,17031750500,7505,17
34020,20,34,49,031,17031491100,4911,17
34021,21,34,75,031,17031750100,7501,17
34022,22,34,49,031,17031491100,4911,17
34023,23,34,49,031,17031491200,4912,17
34024,24,34,49,031,17031491100,4911,17
34025,25,34,73,031,17031730600,7306,17
34026,26,34,53,031,17031821402,8214.02,17
34027,27,34,49,031,17031491000,4910,17
34028,28,34,49,031,17031491000,4910,17
34029,29,34,75,031,17031750600,7506,17
34030,30,34,49,031,17031491100,4911,17
34031,31,34,53,031,17031530501,5305.01,17
