precinct_number,precinct_objectid,tract_geoid
9300019,1258,17031804804
9300010,1259,17031804804
9300024,1260,17031804807
9300046,1261,17031804807
9300022,1262,17031804807
9300039,1263,17031804712
9300049,1264,17031804715
9300045,1265,17031804701
9300038,1266,17031804806
9300036,1267,17031804805
9300013,1268,17031804805
9300023,1269,17031804805
9300063,1270,17031804808
9300055,1271,17031804809
9300025,1272,17031804609
9300014,1273,17031804810
9300040,1274,17031804810
9300061,1275,17031804803
9300066,1276,17031804611
9300030,1277,17031804805
9300050,1278,17031804810
9300048,1279,17031804611
9300037,1280,17031804611
9300059,1281,17031804611
9300008,1282,17031804709
9300018,1283,17031804705
9300006,1284,17031804710
9300003,1285,17031804603
9300029,1286,17031804710
9300065,1287,17031804712
9300004,1288,17031804716
9300041,1289,17031804810
9400016,1290,17031820700
9400019,1291,17031820700
9400017,1292,17031820700
9400010,1293,17031820800
9400001,1294,17031820800
9400015,1295,17031821102
9400009,1296,17031821101
9400003,1297,17031821102
9400020,1298,17031820902
9400005,1299,17031821101
9400011,1300,17031821002
9400006,1301,17031821002
9400007,1302,17031820902
9400013,1303,17031820901
9400008,1304,17031820901
9400014,1305,17031821002
9400018,1306,17031820901
9400004,1307,17031821001
9400012,1308,17031820901
9400002,1309,17031820700
9500031,1310,17031826800
9500032,1311,17031826800
9500097,1312,17031826800
9500052,1313,17031826700
9500096,1314,17031826700
9500070,1315,17031826700
9500093,1316,17031826600
9500033,1317,17031826600
9500046,1318,17031826600
9500077,1319,17031826500
9500088,1320,17031826402
9500015,1321,17031826500
9500022,1322,17031826402
9500045,1323,17031826401
9500072,1324,17031826401
9500121,1325,17031826402
9500034,1326,17031826402
9500008,1327,17031825801
9500087,1328,17031825801
9500053,1329,17031825802
9500048,1330,17031825802
9500078,1331,17031825802
9500085,1332,17031825700
9500099,1333,17031825700
9500001,1334,17031825700
9500005,1335,17031826000
9500002,1336,17031826000
9500075,1337,17031826401
9500009,1338,17031826201
9500003,1339,17031825900
9500010,1340,17031825900
9500094,1341,17031825802
9500035,1342,17031825803
9500120,1343,17031825803
9500006,1344,17031825803
9500074,1345,17031825803
9500083,1346,17031826304
9500086,1347,17031826303
9500084,1348,17031826301
9500004,1349,17031826500
9500119,1350,17031827000
9500101,1351,17031827000
9500103,1352,17031827000
9500030,1353,17031826800
9500049,1354,17031826800
9500071,1355,17031826901
9500036,1356,17031826901
9500110,1357,17031827400
9500104,1358,17031826902
9500107,1359,17031827901
9500102,1360,17031827400
9500113,1361,17031827400
9500111,1362,17031827100
9500109,1363,17031827300
9500098,1364,17031827300
9500108,1365,17031827100
9500039,1366,17031827200
9500041,1367,17031827200
9500092,1368,17031826301
9500073,1369,17031826301
9500105,1370,17031826303
9500115,1371,17031826303
9500081,1372,17031826303
9500063,1373,17031826201
9500040,1374,17031826304
9500055,1375,17031826201
9500012,1376,17031826100
9500011,1377,17031826100
9500014,1378,17031826100
9500029,1379,17031827600
9500060,1380,17031827400
9500116,1381,17031827500
9500112,1382,17031827500
9500037,1383,17031827801
9500042,1384,17031827200
9500021,1385,17031827802
9500076,1386,17031827802
9500089,1387,17031827802
9500007,1388,17031826201
9500064,1389,17031826201
9500038,1390,17031826202
9500079,1391,17031826202
9500106,1392,17031827600
9500095,1393,17031827600
9500069,1394,17031827600
9500122,1395,17031827804
9500054,1396,17031827804
9500091,1397,17031827804
9500017,1398,17031827902
9500013,1399,17031827902
9500058,1400,17031826202
9500061,1401,17031827902
9500016,1402,17031828000
9500065,1403,17031828000
9500051,1404,17031828100
9500018,1405,17031828201
9500056,1406,17031828000
9500066,1407,17031827805
9500027,1408,17031827901
9500090,1409,17031827805
9500020,1410,17031828300
9500059,1411,17031827700
9500028,1412,17031827700
9500025,1413,17031828401
9500024,1414,17031828401
9500067,1415,17031828401
9500023,1416,17031828402
9500080,1417,17031828300
9500043,1418,17031828100
9500057,1419,17031828100
9500047,1420,17031828100
9500068,1421,17031828202
9500050,1422,17031828202
9500114,1423,17031828202
9500019,1424,17031828201
9500117,1425,17031828201
9500082,1426,17031828300
9500123,1427,17031827500
9500044,1428,17031826600
9500100,1429,17031826401
9500062,1430,17031825700
9500118,1431,17031828402
9500026,1432,17031828401
9600064,1433,17031803012
9600066,1434,17031803013
9600091,1435,17031803010
9600072,1436,17031803010
9600081,1437,17031803010
9600011,1438,17031802702
9600012,1439,17031802605
9600065,1440,17031802701
9600059,1441,17031802802
9600056,1442,17031802701
9600084,1443,17031802701
9600061,1444,17031802605
9600016,1445,17031802609
9600075,1446,17031802605
9600085,1447,17031802605
9600062,1451,17031803016
9600049,1452,17031802506
9600088,1453,17031802402
9600017,1454,17031802503
9600043,1456,17031802605
9600032,1457,17031803200
9600009,1458,17031802404
9600089,1459,17031802404
9600001,1461,17031802402
9600067,1462,17031802402
9600063,1464,17031803005
9600071,1465,17031803005
9600044,1466,17031803008
9600087,1467,17031803008
9600053,1468,17031803008
9600046,1469,17031802900
9600054,1470,17031803015
9600077,1471,17031802609
9600047,1472,17031803014
9600080,1473,17031802609
9600083,1474,17031802605
9600042,1475,17031802702
9600070,1476,17031802503
9600079,1477,17031802503
9600045,1478,17031802802
9600025,1479,17031802802
9600018,1480,17031802802
9600039,1481,17031802802
9600023,1482,17031803400
9600082,1483,17031803400
9600028,1484,17031802608
9600026,1485,17031803400
9600020,1486,17031802801
9600078,1487,17031802801
9600040,1489,17031803100
9600010,1491,17031803200
9600031,1493,17031803300
9600007,1495,17031803500
9600035,1497,17031803500
9600041,1498,17031803500
9600005,1499,17031803300
9600008,1500,17031802900
9600057,1502,17031803100
9600068,1504,17031802900
9600086,1505,17031802608
9600021,1506,17031802900
9600027,1507,17031803015
9600037,1508,17031802504
9600029,1509,17031802505
9600058,1511,17031802608
9600019,1512,17031803500
9600051,1514,17031803013
9600006,1516,17031803013
9600048,1517,17031802504
9600050,1518,17031802504
9600076,1519,17031802505
9600038,1520,17031803013
9600074,1521,17031802404
9600033,1523,17031802404
9600014,1524,17031803400
9700086,1525,17031822900
9700002,1526,17031822101
9700074,1527,17031822400
9700066,1528,17031822400
9700030,1529,17031822301
9700044,1530,17031822302
9700094,1531,17031822200
9700099,1532,17031822200
9700001,1533,17031822301
9700025,1534,17031822500
9700058,1535,17031822101
9700040,1536,17031822102
9700053,1537,17031822000
9700082,1538,17031822000
9700047,1539,17031822000
9700096,1540,17031822102
9700072,1541,17031821700
9700052,1542,17031821700
9700038,1543,17031821600
9700010,1544,17031821900
9700032,1545,17031821700
9700063,1546,17031822702
9700031,1547,17031821600
9700077,1548,17031822802
9700013,1549,17031821800
9700054,1550,17031821800
9700087,1551,17031823303
9700015,1552,17031823304
9700078,1553,17031823002
9700024,1554,17031823400
9700062,1555,17031822702
9700005,1556,17031822702
9700049,1557,17031822802
9700035,1558,17031822601
9700100,1559,17031822801
9700085,1560,17031822601
9700060,1561,17031822601
9700037,1562,17031821600
9700011,1563,17031822601
9700028,1564,17031822602
9700090,1566,17031823001
9700098,1568,17031822602
9700004,1571,17031822602
9700071,1572,17031823102
9700081,1573,17031823102
9700007,1574,17031823605
9700064,1575,17031823605
9700012,1576,17031823200
9700042,1577,17031823200
9700008,1578,17031823302
9700034,1579,17031823302
9700088,1580,17031823303
9700073,1581,17031823303
9700097,1582,17031823304
9700055,1583,17031823304
9700059,1584,17031823302
9700019,1585,17031823500
9700020,1586,17031823400
9700068,1587,17031823400
9700017,1588,17031823400
9700014,1589,17031823500
9700009,1590,17031823304
9700039,1591,17031821900
9700057,1592,17031821900
9700045,1593,17031821700
9700069,1594,17031821800
9700016,1595,17031823200
9700022,1596,17031823200
9700075,1597,17031822801
9700065,1598,17031823604
7100003,1599,17031828701
7100015,91,17031829402
7100035,78,17031829500
7100009,73,17031829500
7100012,83,17031829302
7100028,55,17031829301
8800016,1030,17031823901
8800024,1031,17031823903
8800029,1032,17031823903
9000041,1147,17031829902
9000003,1153,17031829902
9600002,1448,17031803017
9600073,1450,17031803017
9600090,1449,17031803017
9600004,1463,17031802504
9600055,1522,17031802403
9600030,1510,17031803015
9600013,1455,17031802608
9600036,1488,17031802900
9600034,1503,17031802900
9600052,1515,17031803007
9600092,1460,17031803007
9600060,1513,17031803007
9700061,1570,17031823002
9700070,1569,17031823002
9700056,1567,17031822602
9700091,1565,17031822602
9700043,385,17031823603
9700050,387,17031823602
9600022,1496,17031803300
9600003,1492,17031803200
9600024,1490,17031803200
9600015,1501,17031803100
9600069,1494,17031803300
8100011,689,17031800300
8100006,670,17031800200
7900053,543,17031820202
7900041,522,17031820201
